nodeId	pmid	pmcid	np	head	base	type	term	coid	section	arg_type
063eed0b904613c2aeff749b89b2ca58	31544815	PMC6640710	a CHO clone	clone	a CHO clone	chinese hamster ovary (CHO)	CHO	COID806780	RESULTS	arg0
abd05497a15bfe37560fae1581bcbf0c	31544815	PMC6640710	an IgG1	IgG1	an IgG1	antibody	IgG1	COID713543	RESULTS	arg1
6650eb5f500c0871f5a7b5a6192faff2	31544815	PMC6640710	acetylation	acetylation	acetylation	PTM	acetylation	COID878689	RESULTS	arg0
17e2099af60dc0bbb70f93e93bdfda8b	31544815	PMC6640710	core fucosylation (3.4% at 200 microM, 5.8% at 400 microM and 6.6% at 800 microM)	fucosylation	core fucosylation	glycosylation	core fucosylation	COID663555	RESULTS	arg1
71b8191acfe94515f15b21d56de72bfa	31544815	PMC6640710	safety	safety	safety	clinical outcomes	safety	COID635261	RESULTS	arg1
11276e915c3c60faef89dddabaa10715	31544815	PMC6640710	efficacy	efficacy	efficacy	clinical outcomes	efficacy	COID912630	RESULTS	arg1
32eaa159da44115be82a52e08c146a70	31544815	PMC6640710	core fucosylation	fucosylation	core fucosylation	glycosylation	core fucosylation	COID663555	RESULTS	arg1
7ffb26a48968e2105ae3029945df5a9f	31544815	PMC6640710	peracetylation	peracetylation	peracetylation	PTM	peracetylation	COID113739	RESULTS	arg0
096baff801f89e22f9390f6ffec9d8e7	31544815	PMC6640710	the impact of the fucose analogues	impact	the impact	substitution material	fucose analogues	COID400862	RESULTS	arg1
3e3cc0d7a639100bb405b717ce4f4090	31544815	PMC6640710	the glycosylation profile of two biological replicates	profile	the glycosylation profile	product attributes	glycosylation profile	COID103232	RESULTS	arg1
5bca53ee72d08a623d513df34ddbcf6e	31544815	PMC6640710	a similar VCD	VCD	a similar VCD	cell culture parameters	VCD	COID384695	RESULTS	arg0
366c51a7dfa61b4edbacb4b393453d8d	31544815	PMC6640710	the DMSO-treated condition	condition	the DMSO-treated condition	NYK	DMSO	COID418525	RESULTS	arg1
9f1024d97fcbabb6e2b327d66bc366e1	31544815	PMC6640710	no detectable changes of the glycosylation pattern compared to the control (Table 1)	changes	no detectable changes	product attributes	glycosylation pattern	COID857544	RESULTS	arg0
60c234c235a5452911aff5e97548071c	31544815	PMC6640710	The applied DMSO concentration	concentration	The applied DMSO concentration	NYK	DMSO	COID418525	RESULTS	arg1
8adbb32329d05eb741d35f621b3d37b3	31544815	PMC6640710	Acetylated and Non-Acetylated Fucose Analogues	Analogues	Acetylated and Non-Acetylated Fucose Analogues	substitution material	Fucose Analogues	COID400862	TITLE	arg0
2dc6ec98f3596e48bc274d4bb260553a	31544815	PMC6640710	IgG Glycosylation	Glycosylation	IgG Glycosylation	product quality profile	IgG Glycosylation	COID286158	TITLE	arg1
bcb46f19fca3ca2c91098e463c069d96	32170810	PMC7880547	biotherapeutic manufacturing of monoclonal antibodies (mAbs) and other biopharmaceuticals	manufacturing	biotherapeutic manufacturing	monoclonal antibody	monoclonal antibodies	COID242255	ABSTRACT	arg0
553288e46d441f68171afe3bc5dfa7d7	32170810	PMC7880547	Chinese hamster ovary (CHO) cells	cells	Chinese hamster ovary (CHO) cells	chinese hamster ovary (CHO)	Chinese hamster ovary	COID806780	ABSTRACT	arg1
de5e2077db9ce1453f8d99ce90c05005	32170810	PMC7880547	Chinese hamster ovary (CHO) cells	cells	Chinese hamster ovary (CHO) cells	chinese hamster ovary (CHO)	CHO	COID806780	ABSTRACT	arg1
deba7a1190426263c207d7615cf09104	32170810	PMC7880547	biotherapeutic manufacturing of monoclonal antibodies (mAbs) and other biopharmaceuticals	manufacturing	biotherapeutic manufacturing	monoclonal antibody	mAbs	COID242255	ABSTRACT	arg0
902589f5abb4296201b187b9998abca3	32170810	PMC7880547	Cellular energy metabolism	metabolism	Cellular energy metabolism	biological process	metabolism	COID291079	ABSTRACT	arg0
d226763cb160545430636a778f4a781a	32170810	PMC7880547	viability	viability	viability	process parameters or process control	viability	COID222142	ABSTRACT	arg1
5002f36cd878d296a6d295dc99463709	32170810	PMC7880547	cell growth	growth	cell growth	cell culture parameters	cell growth	COID093598	ABSTRACT	arg1
dfd6d33cedc38cfe65c8ed685dc6f991	32170810	PMC7880547	specific productivity of a biotherapeutic	productivity	specific productivity	process condition	specific productivity	COID731421	ABSTRACT	arg1
e62e6d1c7bde6b8ccd21db9b037e2d72	32170810	PMC7880547	Ammonia concentration	concentration	Ammonia concentration	by-product or waste	Ammonia	COID714278	RESULTS	arg0
56a41ebb9dbfbc8c901d9c245b0581cc	32170810	PMC7880547	mAb N-glycosylation	N-glycosylation	mAb N-glycosylation	glycosylation	N-glycosylation	COID293911	RESULTS	arg1
5f61e8562a0d28bb15502938a517711e	32170810	PMC7880547	mAb N-glycosylation	N-glycosylation	mAb N-glycosylation	monoclonal antibody	mAb	COID242255	RESULTS	arg1
785c70e2e944b077620742afe418f8cd	32170810	PMC7880547	glycolysis	glycolysis	glycolysis	metabolic pathways	glycolysis	COID345655	RESULTS	arg0
2d8e23ddc9c7967a216556f867f579a5	32170810	PMC7880547	pyruvate	pyruvate	pyruvate	carbon source (subset of secondary raw materials)	pyruvate	COID727438	RESULTS	arg1
da586629dd05702f4c863a069b9515d6	32170810	PMC7880547	the entry point into the mitochondria and the TCA cycle	point	the entry point	acid (subset of secondary raw materials)	TCA	COID780120	RESULTS	arg1
f81a363c2ffa87d86f74c4430cadb266	32748555	PMC7988551	GDP mannose-4,6-dehydratase (Gmds)	mannose-4,6-dehydratase	GDP mannose-4,6-dehydratase	enzyme	dehydratase	COID251243	ABSTRACT	arg0
937e5cc42f8387e4a073bd7321e73ec2	32748555	PMC7988551	guanosine diphosphate (GDP)-fucose synthesis	synthesis	guanosine diphosphate (GDP)-fucose synthesis	sugar (subset of carbon source)	fucose	COID275575	ABSTRACT	arg1
41e66934da7b41602f597463c4520d08	32748555	PMC7988551	GDP mannose-4,6-dehydratase (Gmds)	mannose-4,6-dehydratase	GDP mannose-4,6-dehydratase	sugar (subset of carbon source)	mannose	COID906305	ABSTRACT	arg0
8ed22b45507d83459356f143208630a9	32748555	PMC7988551	the ability of therapeutic mAbs to recruit effector cells such as natural killer cells, which induce the apoptosis of targeted cells	ability	the ability	cellular metabolic state	apoptosis	COID850789	ABSTRACT	arg0
08b6a25621638d988cbf9706a7a1d80a	32748555	PMC7988551	The ADCC efficacy	efficacy	The ADCC efficacy	clinical outcomes	efficacy	COID912630	ABSTRACT	arg1
2da69aa4478f7e57e01f4b658191e089	32748555	PMC7988551	The ADCC efficacy	efficacy	The ADCC efficacy	clinical outcomes	ADCC	COID386333	ABSTRACT	arg1
a17ab159202766e3704e7762f9374ccf	32748555	PMC7988551	the ability of therapeutic mAbs to recruit effector cells such as natural killer cells, which induce the apoptosis of targeted cells	ability	the ability	monoclonal antibody	mAbs	COID242255	ABSTRACT	arg0
2703afccc7dddc3ee9c0f3c0b47da1cc	32748555	PMC7988551	guanosine diphosphate (GDP)-fucose synthesis	synthesis	guanosine diphosphate (GDP)-fucose synthesis	sugar (subset of carbon source)	fucose	COID275575	ABSTRACT	arg0
a8736f28dcb8a2bfcbbd56aadd6a2226	32748555	PMC7988551	GDP mannose-4,6-dehydratase (Gmds)	mannose-4,6-dehydratase	GDP mannose-4,6-dehydratase	enzyme	dehydratase	COID251243	ABSTRACT	arg1
e32d75a732a4050e1b4cab496d29510d	32748555	PMC7988551	GDP mannose-4,6-dehydratase (Gmds)	mannose-4,6-dehydratase	GDP mannose-4,6-dehydratase	sugar (subset of carbon source)	mannose	COID906305	ABSTRACT	arg1
29f3ae766a06b7575126f52feee05004	32748555	PMC7988551	either KO cell line	line	either KO cell line	cell line	cell line	COID702829	ABSTRACT	arg0
082271ff5d478111246713574882fd60	32748555	PMC7988551	The mAbs generated from either KO cell line	mAbs	The mAbs	monoclonal antibody	mAbs	COID242255	ABSTRACT	arg1
ef2c572822706a9096ab52db66402292	32748555	PMC7988551	FX-/- CHO cells	cells	FX-/- CHO cells	chinese hamster ovary (CHO)	CHO cells	COID806780	RESULTS	arg0
a1aff817f6f791e67d7274416023799e	32748555	PMC7988551	mAbs expressed from FX-/- CHO cells	mAbs	mAbs	monoclonal antibody	mAbs	COID242255	RESULTS	arg1
6b0eb5262b1285b1cce5a372da402e80	32748555	PMC7988551	FX -/- and Gmds-/- CHOZN host cell lines	lines	FX -/- and Gmds-/- CHOZN host cell lines	cell line	host cell lines	COID702829	RESULTS	arg0
82c7349d23b25644f8487ca75a05d719	32748555	PMC7988551	mAbs produced from FX -/- and Gmds-/- CHOZN host cell lines	mAbs	mAbs	monoclonal antibody	mAbs	COID242255	RESULTS	arg1
d3c88106d424f44919f52c204f3a9585	32748555	PMC7988551	critical attributes that affect either biophysics or function of therapeutic mAb in vitro	attributes	critical attributes	monoclonal antibody	mAb	COID242255	RESULTS	arg0
33caa0ab56e36bb7fe21490eec961bfa	32748555	PMC7988551	function	function	function	process condition	function	COID532355	RESULTS	arg1
ca570c211cbf03968e0511edfb9cd714	32748555	PMC7988551	The 90% of afucosylated mAb2 from FX-/- and 98% afucosylated mAb2 from Gmds-/- have no significant difference in FcgammaRIIIa bindings and in ADCC effects, which indicated either KO cell line	mAb2	The 90% of afucosylated mAb2 from FX-/- and 98% afucosylated mAb2	monoclonal antibody	mAb2	COID770105	RESULTS	arg0
d4f38abd2330777c94b2222f643df98c	32748555	PMC7988551	afucosylated mAbs	mAbs	afucosylated mAbs	monoclonal antibody	mAbs	COID242255	RESULTS	arg1
93c289be70e4739c5e5c4eaf321bbe36	32748555	PMC7988551	mAbs expressed from FX-/- CHO cells	mAbs	mAbs	monoclonal antibody	mAbs	COID242255	RESULTS	arg0
685cc4ad915496c07c6fc34032da7acf	32748555	PMC7988551	G1F-GlcNAc	G1F-GlcNAc	G1F-GlcNAc	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg1
59d6e6854fbbf73908ca7b6c73d25aec	32748555	PMC7988551	G1F-GlcNAc	G1F-GlcNAc	G1F-GlcNAc	sugar (subset of carbon source)	G1F	COID847930	RESULTS	arg1
bc902ebe50e04ba23f5b670ca076b3e3	32748555	PMC7988551	the hybrid glycans	glycans	the hybrid glycans	sugar (subset of carbon source)	glycans	COID626759	RESULTS	arg1
20fb8b382c67596b8826ef56dd9ae7db	32748555	PMC7988551	the two engineered cell lines	lines	the two engineered cell lines	cell line	cell lines	COID702829	RESULTS	arg0
28bd697cad02b4daed8d1b80c0f6a82a	32748555	PMC7988551	a second proprietary monoclonal antibody	antibody	a second proprietary monoclonal antibody	monoclonal antibody	monoclonal antibody	COID242255	RESULTS	arg1
b0d082eeb3f68c8bcd51cbaabd182858	32748555	PMC7988551	mAb2	mAb2	mAb2	monoclonal antibody	mAb2	COID770105	RESULTS	arg1
73aa92bfff95ba5f1849a5bad236e728	32748555	PMC7988551	Both KO cell lines	lines	Both KO cell lines	cell line	cell lines	COID702829	RESULTS	arg0
e3f733364f5e5bb2a3bbe5d35e7bd149	32748555	PMC7988551	the potential to be utilized for the manufacturing of afucosylated mAbs for clinical use	potential	the potential to be utilized for the manufacturing of afucosylated mAbs for clinical use	monoclonal antibody	mAbs	COID242255	RESULTS	arg1
b1b14f49d6e13975ee17bd5317de99a1	32748555	PMC7988551	the Glycan of 10.31GU	Glycan	the Glycan	sugar (subset of carbon source)	Glycan	COID626759	RESULTS	arg0
629b29c32119cf49b2c124e613e7d514	32748555	PMC7988551	a retention time of 22.34 min (Figure 4b)	time	a retention time	process parameters or process control	time	COID742277	RESULTS	arg1
b1163dcfd8b5442b10557c36665a6188	32748555	PMC7988551	the Glycan of 9.07GU	Glycan	the Glycan	sugar (subset of carbon source)	Glycan	COID626759	RESULTS	arg0
5e68ff89ce2fe9a9d09c6e74e4fb0985	32748555	PMC7988551	a retention time of 18.03 min	time	a retention time	process parameters or process control	time	COID742277	RESULTS	arg1
5ad043f5ac2e3b40ea07770f563745dc	32748555	PMC7988551	FX-/- and Gmds-/- CHO clones	clones	FX-/- and Gmds-/- CHO clones	chinese hamster ovary (CHO)	CHO	COID806780	RESULTS	arg0
8dc96ed9c096e10abe520194ba9f9ad6	32748555	PMC7988551	robust cell growth	growth	robust cell growth	cell culture parameters	cell growth	COID093598	RESULTS	arg1
009ebe0e3b3f6cca7909cc18d93d20c3	32748555	PMC7988551	the afucosylated mAb with the increased FcgammaRIIIa bindings	mAb	the afucosylated mAb	monoclonal antibody	mAb	COID242255	RESULTS	arg0
9481518a165de8beb425af8893b032af	32748555	PMC7988551	ADCC effects	effects	ADCC effects	clinical outcomes	ADCC	COID386333	RESULTS	arg1
eb1b4bfe5289feb3f375a98b1004412c	32748555	PMC7988551	similar levels of mAb1 titers ranging from 0.8 to 1.0 g/L	levels	similar levels	overall titer or batch yield	mAb1 titers	COID732378	RESULTS	arg0
1145a8c419325d2f488989d70f1b8bc5	32748555	PMC7988551	parental CHOZN cells that led to 0.8 to 1.1 g/L of mAb1 at day14	cells	parental CHOZN cells	monoclonal antibody	mAb1	COID268135	RESULTS	arg1
3d970cd87599c4794068213f9df1b397	33476097	PMC8365702	several mAbs	mAbs	several mAbs	monoclonal antibody	mAbs	COID242255	ABSTRACT	arg0
e54a590878cb620ee50c4dde2b5ed74b	33476097	PMC8365702	A potential interaction between HEXB and mAb-1	interaction	A potential interaction	monoclonal antibody	mAb-1	COID268135	ABSTRACT	arg1
14e2793d3400551eeb81deb526549c90	33476097	PMC8365702	other mAbs	mAbs	other mAbs	monoclonal antibody	mAbs	COID242255	RESULTS	arg0
a73457b75dbb0e9138e8aeaea6eb7889	33476097	PMC8365702	the HEXB/mAb-1 interface compared to other mAbs, which supports stronger interactions between HEXB and mAb-1	interface	the HEXB/mAb-1 interface	monoclonal antibody	mAb-1	COID268135	RESULTS	arg1
496b8e87682da6231f63947c4683a5f1	33476097	PMC8365702	B-cells that recognize the HCP and promote an antibody response	B-cells	B-cells	recombinant protein	HCP	COID169903	RESULTS	arg0
43c314aa7544f206cb55bb8d3b040e2d	33476097	PMC8365702	an antibody response	response	an antibody response	antibody	antibody	COID278523	RESULTS	arg1
9ceec094b316a93b276281917e54450a	33476097	PMC8365702	the root cause for N-glycan GlcNAc removal	cause	the root cause	sugar (subset of carbon source)	N-glycan	COID216687	RESULTS	arg0
0be946051ae46811e68d609aebaa3d64	33476097	PMC8365702	N-glycan GlcNAc removal	removal	N-glycan GlcNAc removal	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg1
a21595eb979bdeb14e7af673b274bcd0	33476097	PMC8365702	the root cause for N-glycan GlcNAc removal	cause	the root cause	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg0
569720b1dc82f03ad91f253e8a649212	33476097	PMC8365702	N-glycan GlcNAc removal	removal	N-glycan GlcNAc removal	sugar (subset of carbon source)	N-glycan	COID216687	RESULTS	arg1
7ba43e93a81b10a8e2ca8c03d92bf6b1	33476097	PMC8365702	the substrates	substrates	the substrates	substrates	substrates	COID265919	RESULTS	arg0
069ea273f766076ddacfb73a82e57b6a	33476097	PMC8365702	mAb-1 from Process-1 and Process-2	mAb-1	mAb-1	monoclonal antibody	mAb-1	COID268135	RESULTS	arg1
1c1463d4e963d1048e21696f42f934bb	33476097	PMC8365702	GlcNAc hydrolysis	hydrolysis	GlcNAc hydrolysis	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg1
e0882234d8789632081bbbfcd8effd94	33476097	PMC8365702	NP-GlcNAc	NP-GlcNAc	NP-GlcNAc	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg0
3957c44c460cbb80966100d194aa65eb	33476097	PMC8365702	the lowest binding free energy to HEXB compared to other antibodies	energy	the lowest binding free energy	antibody	antibodies	COID278523	RESULTS	arg0
8488273b1b03f251ef761c79c0f6d2bf	33476097	PMC8365702	mAb-1	mAb-1	mAb-1	monoclonal antibody	mAb-1	COID268135	RESULTS	arg1
0c7cb5594fb119878ec733ad63fd5e2c	33656168	PMC8451748	two CHO cell lines	lines	two CHO cell lines	cell line	cell lines	COID702829	ABSTRACT	arg0
286addb0ca6f18eefe650950d9126e53	33656168	PMC8451748	the antibodies adalimumab and trastuzumab	antibodies	the antibodies adalimumab and trastuzumab	antibody	antibodies	COID278523	ABSTRACT	arg1
9e8d266352e02c387284648e0b658f92	33656168	PMC8451748	two CHO cell lines	lines	two CHO cell lines	chinese hamster ovary (CHO)	CHO	COID806780	ABSTRACT	arg0
c304ce548479f74283624b8911f2512b	33656168	PMC8451748	In-depth analysis of the produced antibodies	analysis	In-depth analysis	antibody	antibodies	COID278523	ABSTRACT	arg0
b5f4cea9e0ba45d62e5cc69427d6e5ec	33656168	PMC8451748	other posttranslational profiles such as methionine oxidation and deamidation	profiles	other posttranslational profiles	PTM	deamidation	COID565107	ABSTRACT	arg1
52f9e61f527ccd11edf5a90155a88675	33656168	PMC8451748	other posttranslational profiles such as methionine oxidation and deamidation	profiles	other posttranslational profiles	PTM	oxidation	COID907585	ABSTRACT	arg1
30185cee7486ae97afe2bb05702f71f4	33656168	PMC8451748	deamidation	deamidation	deamidation	PTM	deamidation	COID565107	ABSTRACT	arg1
86d944bae40d680fa25df1dd69248f65	33656168	PMC8451748	methionine oxidation	oxidation	methionine oxidation	PTM	oxidation	COID907585	ABSTRACT	arg1
d56c40490e9465325d1099db8b6c666a	33656168	PMC8451748	the same glycosylation pattern	pattern	the same glycosylation pattern	product attributes	glycosylation pattern	COID857544	ABSTRACT	arg1
ec153312d9c2a4477a027a11346abf7a	33656168	PMC8451748	the same glycosylation pattern	pattern	the same glycosylation pattern	product attributes	glycosylation pattern	COID857544	ABSTRACT	arg0
897cdfa4e86ab9338823c0988a4b4fb3	33656168	PMC8451748	In-depth analysis of the produced antibodies	analysis	In-depth analysis	antibody	antibodies	COID278523	ABSTRACT	arg1
3641b75856ceb4e736b9e084d4e13765	33656168	PMC8451748	continuous upstream production like perfusion systems	production	continuous upstream production	process mode	perfusion	COID329168	RESULTS	arg0
4ba62eacf301a175ff9b07a844864a80	33656168	PMC8451748	auxiliary buffer and media tanks needed for continuous upstream production like perfusion systems	tanks	auxiliary buffer and media tanks	media characteristics	media	COID913636	RESULTS	arg1
28ee83be5982ea027c79c76537d37903	33656168	PMC8451748	pH-adjustment	pH-adjustment	pH-adjustment	bioreactor conditions	pH	COID893209	RESULTS	arg0
ea89d85a5bee3a934e2028e12e9f8a44	33656168	PMC8451748	other media pH-adjustment	media	other media	media characteristics	media	COID913636	RESULTS	arg1
f3dafea7d2cab82312da154eb3063805	33656168	PMC8451748	The glycosylation pattern between continuous on-demand and batchwise reconstitution	pattern	The glycosylation pattern	product attributes	glycosylation pattern	COID857544	RESULTS	arg0
0c10850dabf84646174c4a21247ee84e	33656168	PMC8451748	only minor differences that are within the expected batch to batch variations for pharmaceutical mAb production (Planinc et al., ; Upton et al., )	differences	only minor differences	overall titer or batch yield	mAb production	COID022887	RESULTS	arg1
30f1cd3408e0f32701ea2934dec8e776	33656168	PMC8451748	only minor differences that are within the expected batch to batch variations for pharmaceutical mAb production (Planinc et al., ; Upton et al., )	differences	only minor differences	process mode	batch	COID285438	RESULTS	arg1
5f471bea3c313ac0145c32dc8be3b265	33656168	PMC8451748	auxiliary buffer and media tanks needed for continuous upstream production like perfusion systems	tanks	auxiliary buffer and media tanks	media characteristics	media	COID913636	RESULTS	arg0
605e9367f0fcb5bfac1fe724e2a71bcc	33656168	PMC8451748	continuous upstream production like perfusion systems	production	continuous upstream production	process mode	perfusion	COID329168	RESULTS	arg1
3156a4401e6008e68c957849d9bec0d4	33656168	PMC8451748	batch and on-demand reconstituted media	media	batch and on-demand reconstituted media	process mode	batch	COID285438	RESULTS	arg0
29ce1ee3429d45486342117351ddfa99	33656168	PMC8451748	antibodies obtained with batch and on-demand reconstituted media	antibodies	antibodies	antibody	antibodies	COID278523	RESULTS	arg1
90468e7e605d065f7caa967108258aa1	33656168	PMC8451748	batch and on-demand reconstituted media	media	batch and on-demand reconstituted media	media characteristics	media	COID913636	RESULTS	arg0
736d8e131aca0223d2acffec2f47dd51	33656168	PMC8451748	the aliquots showing constant osmolality and pH (Figure S2) neglecting aliquots corresponding to the noted process deviations	aliquots	the aliquots	bioreactor conditions	pH	COID893209	RESULTS	arg0
052c4c0580d1212c4b2be92b4315b6b7	33656168	PMC8451748	constant osmolality	osmolality	constant osmolality	process parameters or process control	osmolality	COID710653	RESULTS	arg1
c8e7ade2036984daf41ee394ec4518b3	33656168	PMC8451748	the relative abundance (A, B) of the individual amino acids	abundance	the relative abundance	amino acid (subset of substrates)	amino acids	COID693703	RESULTS	arg0
98fba760dc5d3c9d2e25fce615e6f5b4	33656168	PMC8451748	a comparable profile to a conventional reconstituted media	profile	a comparable profile	media characteristics	media	COID913636	RESULTS	arg1
3072b4dd404c22d2fe71dcf2f587c6e0	33656168	PMC8451748	an insufficient supply of nutrients	supply	an insufficient supply	secondary raw materials	nutrients	COID423902	RESULTS	arg0
7fa8cb567b751edcb4f12257bbb4a51d	33656168	PMC8451748	the amino acid sequence of the POI	sequence	the amino acid sequence	amino acid (subset of substrates)	amino acid	COID693703	RESULTS	arg1
6dcbdd97aa2e311d654ba7b88d4e42bd	33656168	PMC8451748	both cell lines	lines	both cell lines	cell line	cell lines	COID702829	RESULTS	arg0
c4e1958abbc9c456306d8c6c32f94e0f	33656168	PMC8451748	a comparable cell culture performance and metabolite profiles (Figure 4)	culture	a comparable cell culture performance and metabolite profiles	product quality attributes	cell culture performance	COID284912	RESULTS	arg1
bf1952ae1d73bc71cbee58b555dd55fd	33656168	PMC8451748	no additional pH adjustments	adjustments	no additional pH adjustments	bioreactor conditions	pH	COID893209	RESULTS	arg0
9bce5f52481d65a5dcf49925d8a1518f	33656168	PMC8451748	The reconstitution of the CDM Dynamis AGT	reconstitution	The reconstitution	media	Dynamis	COID624994	RESULTS	arg1
776878097a0e6d882084c0e50e3babd6	33656168	PMC8451748	analysis of the final titer at the day of the harvest	analysis	analysis	overall titer or batch yield	titer	COID732378	RESULTS	arg0
3209e14e9fcd9f81d94f10aad8465887	33656168	PMC8451748	comparable productivity of 0.193, 0.239, 0.235, 0.228 g L-1 for On-demand_1, On-demand_2, Batch_1, and Batch_2	productivity	comparable productivity	process condition	productivity	COID731421	RESULTS	arg1
03a791ab1b18a58f7f1f971fff622621	33656168	PMC8451748	metabolic response pathways which ultimately lead to a growth arrest (Altamirano et al., ; Carrillo-Cocom et al., ; Fomina-Yadlin et al., ; Gramer, ; Guo et al., ; Kilberg et al., , ; Popp et al., ; Xing et al., )	pathways	metabolic response pathways	cell culture parameters	growth	COID203666	RESULTS	arg1
2b06df4cf034aa0a5a92356209055710	33682619	PMC7946005	galactosylation	galactosylation	galactosylation	glycosylation	galactosylation	COID475750	ABSTRACT	arg0
9899c3ebd868a015daa692e7f83fcf5f	33682619	PMC7946005	CDC	CDC	CDC	clinical outcomes	CDC	COID455860	ABSTRACT	arg1
1edd000e2dc8d8c033231f6e7641ce92	33682619	PMC7946005	the CDC potency	potency	the CDC potency	clinical outcomes	potency	COID969445	RESULTS	arg0
fb02a6c363346a019ff7244e3d4eb139	33682619	PMC7946005	Fc galactosylation	galactosylation	Fc galactosylation	product quality profile	Fc galactosylation	COID097777	RESULTS	arg1
1ba2618559d69dcf8d8e508838f66dfa	33682619	PMC7946005	the CDC potency	potency	the CDC potency	clinical outcomes	CDC	COID455860	RESULTS	arg0
42ba396b283fa09fb08dec4681c95096	33682619	PMC7946005	The RGY mutant of mAb B, an IgG1 with the same Fc as mAb A	mutant	The RGY mutant	monoclonal antibody	mAb	COID242255	RESULTS	arg0
76f2b39f9a83882111f2bda159d2ab47	33682619	PMC7946005	the IgG1 hexamer	hexamer	the IgG1 hexamer	antibody	IgG1	COID713543	RESULTS	arg1
131ef78152219fd7cf22d0829ada88aa	33682619	PMC7946005	terminal galactose	galactose	terminal galactose	sugar (subset of carbon source)	galactose	COID770311	RESULTS	arg0
60b4b3be91bf64de29ca42e1eb64b427	33682619	PMC7946005	CDC potency	potency	CDC potency	clinical outcomes	potency	COID969445	RESULTS	arg1
62d56e591a35dfe6b1572c83dd357feb	33682619	PMC7946005	CDC potency	potency	CDC potency	clinical outcomes	CDC	COID455860	RESULTS	arg1
b68b4b16520fa427c60464207170e60a	33682619	PMC7946005	12,000 L scale	scale	12,000 L scale	vessel or process parameter or production scale	scale	COID586187	RESULTS	arg0
f4547b3aff26a5ef2c12e7e156637cc9	33682619	PMC7946005	the process validation data of 426 historical small-scale cell culture research and development (R&D) samples at 2 L scale	data	the process validation data	cell culture parameters	cell culture	COID293414	RESULTS	arg1
13790a1aa1283f1535f29bb98adbe372	33682619	PMC7946005	CDC potency	potency	CDC potency	clinical outcomes	potency	COID969445	RESULTS	arg0
0139f7539121708ac7f5fdd9dccb26ec	33682619	PMC7946005	total galactose	galactose	total galactose	sugar (subset of carbon source)	galactose	COID770311	RESULTS	arg1
cc1bb5fecb621f657a46737157b909cc	33682619	PMC7946005	CDC potency	potency	CDC potency	clinical outcomes	CDC	COID455860	RESULTS	arg0
c2f759e22b1e5e31c93565c8d6237f3c	33682619	PMC7946005	the released glycan data following binominal distribution	distribution	the released glycan data following binominal distribution	sugar (subset of carbon source)	glycan	COID626759	RESULTS	arg0
1f59b19a7052e33ed06aa8be5080c792	33682619	PMC7946005	the intact protein level Fc galactosylation distribution reconstructed by the released glycan data following binominal distribution	distribution	the intact protein level Fc galactosylation distribution	product quality profile	Fc galactosylation	COID097777	RESULTS	arg1
c212caba08e4e6fb337350ed81eaf4de	33682619	PMC7946005	the reaction time (Figure 2a)	time	the reaction time	process parameters or process control	time	COID742277	RESULTS	arg0
78f7b5323fe5426c8566bb504828cbe1	33682619	PMC7946005	The level of Fc galactosylation	level	The level	product quality profile	Fc galactosylation	COID097777	RESULTS	arg1
78237f934c4f16f1d202501b3b128310	33738790	PMC8453549	CHO cells	cells	CHO cells	chinese hamster ovary (CHO)	CHO cells	COID806780	ABSTRACT	arg0
213dc7e75d89a0f4f26a32b167a2f585	33738790	PMC8453549	the mechanism of cleavage	mechanism	the mechanism	PTM	cleavage	COID846179	ABSTRACT	arg1
45eb432dc7526bec04473008938e53dc	33738790	PMC8453549	high concentrations of lactate in spent media during fed-batch bioprocesses	concentrations	high concentrations	by-product or waste	lactate	COID250920	RESULTS	arg0
399fb8fff401111f766d68be781bad26	33738790	PMC8453549	cell growth	growth	cell growth	cell culture parameters	cell growth	COID093598	RESULTS	arg1
7309c96371fb4b61db724f3d66e61954	33738790	PMC8453549	IgG titer	titer	IgG titer	overall titer or batch yield	IgG titer	COID814559	RESULTS	arg1
5b0b6ab1fbd6914f2e62cba4f7abd534	33738790	PMC8453549	lactate levels	levels	lactate levels	by-product or waste	lactate	COID250920	RESULTS	arg0
f8c7e838d28ed0cb2c7271e5e6e3a74b	33738790	PMC8453549	cell growth and productivity	cell	cell growth and productivity	process condition	productivity	COID731421	RESULTS	arg1
fc5295803ab9553e99e82d3fcfddc661	33738790	PMC8453549	cell growth and productivity	cell	cell growth and productivity	cell culture parameters	cell growth	COID093598	RESULTS	arg1
1baefc12157f48dfeb1318c496fbdea9	33738790	PMC8453549	6.2 g/L lactate (or higher)	lactate	6.2 g/L lactate	by-product or waste	lactate	COID250920	RESULTS	arg0
22c7c5a6a540dfe5782ba6b86c474a97	33738790	PMC8453549	an effect of overall productivity	effect	an effect	process condition	productivity	COID731421	RESULTS	arg1
caee192f7ed267eddf3040d208580b91	33742789	PMC8459231	iron in CCM	iron	iron	trace metals or minerals (subset of secondary raw materials)	iron	COID094956	ABSTRACT	arg0
